no,sentence,case,label_adam,reason_adam,label_anthony,reason_anthony,label_yoshua,reason_yoshua
2289,Pertimbangan yang disepakati bersama.,fw,,,,,,
2290,"Sistem peredarannya, sistem produksinya, sistem distribusinya diatur dalam satu tata kelola.",fw,,,,,,
2291,"Tata kelola itu, aturan itu tidak boleh memberangus hak para pengkonsumsi alkohol.",fw,,,,,,
2292,Walaupun saya sebagai individu meyakini alkohol ini haram untuk saya dan semua orang yang mempunyai keyakinan sama dengan saya.,fw,,,,,,
2293,Tapi saya harus menoleransi dia yang punya keyakinan berbeda.,fw,,,,,,
2294,Pada saat kemudian alkohol itu sudah berkorelasi dengan tindakan-tindakan lain yang tidak ada kaitan dengan urusan minum-meminum.,fw,,,,,,
2295,Seperti misalnya kriminalitas.,fw,,,,,,
2296,"Keributan di tengah publik, pembuat keonaran, segala macam.",fw,,,,,,
2297,Maka si pemimpin bukan menggunakan pelarangan alkohol dalam urusan itu.,fw,,,,,,
2298,Tetapi tindakan yang diakibatkan oleh konsumsinya.,fw,,,,,,
2299,Itu menunjukkan memang negara ini sebenarnya negara muslim.,fw,,,,,,
2300,"Karena mayoritasnya orang muslim, hukum islam juga berjalan di negara ini.",fw,,,,,,
2301,"Makanya ada pertimbangan-pertimbangan ketika memang ini adalah merusak sarana publik, mengganggu orang, memperkosa kejahatan, pembunuhan, tindakan di situ.",fw,,,,,,
2302,Jadi yang saya mau katakan itu adalah karena contohnya itu adalah alkohol.,fw,,,,,,
2303,"Pemimpin dengan keyakinan agamanya, dengan keyakinannya atas kebenaran bisa membuat keputusan tentang alkohol.",fw,,,,,,
2304,"Sistem produksi, sistem distribusi, penjualan, batasan umur pengkonsumsi, dan seterusnya.",fw,,,,,,
2305,Dia berhak.,fw,,,,,,
2306,"Tetapi pada saat yang sama ketika di tempat itu ada publik, ada warga, ada kelompok masyarakat.",fw,,,,,,
2307,Yang merasa bahwa meminum alkohol buat mereka adalah tindakan legal yang tidak dilarang agama mereka.,fw,,,,,,
2308,"Dan seterusnya, dan seterusnya.",fw,,,,,,
2309,Maka si pemimpin harus punya toleransi bahwa si warga negara itu mendapatkan haknya.,fw,,,,,,
2310,Asalkan dilakukan sesuai dengan yang sudah disepakati.,fw,,,,,,
2311,"Si pemimpin, kelebihan si pemimpin adalah dia punya daya jangkau terhadap regulasi, membuat aturan.",fw,,,,,,
2312,"Karena dia penguasa, dia pemimpin, pasti dia bisa nimbang masalahat motorodnya.",fw,,,,,,
2313,Dia bisa bikin sistem pengawasan.,fw,,,,,,
2314,"Kangen, kalau itu untuk pemimpin, bagaimana untuk yang dipimpin?",fw,,,,,,
2315,Jadi untuk rakyatnya.,fw,,,,,,
2316,Kita kan kerap yang disorot itu saat ini.,fw,,,,,,
2317,"Dan ini alasan kenapa Kang Ep ada di sini ya, Der.",fw,,,,,,
2318,Yang kita lihat itu penyakitnya demokrasi.,fw,,,,,,
2319,Tapi kita lupa hal-hal baik yang sudah diberikan.,fw,,,,,,
2320,"Contohnya, sekatro-katronya kita.",fw,,,,,,
2321,"Ya maksudnya, bukan, kan Jokowi bukan Kim Jong-un gitu ya.",fw,,,,,,
2322,Dua hal yang sama sekali berbeda.,fw,,,,,,
2323,Tidak serta-merta bisa melakukan apapun yang dilakukan oleh Kim Jong-un.,fw,,,,,,
2324,Dan menurut saya itu mahal.,fw,,,,,,
2325,Pilihan ini yang kita nikmati saat ini perlu disyukuri.,fw,,,,,,
2326,"Kalau ada penyakitnya, ya kita benahi penyakitnya gitu kan.",fw,,,,,,
2327,Bukan langsung otomatis mengganti seluruh sistemnya.,fw,,,,,,
2328,"Apa yang perlu dilakukan standar minimum sebagai orang yang hidup di iklim demokrasi,",fw,,,,,,
2329,di tengah demokrasi kita sepakat dulu deh.,fw,,,,,,
2330,"Demokrasi kita sekarang menunjukkan, saya nggak mau mengatakan sakit, tapi",fw,,,,,,
2331,Masih punya beberapa penyakit.,fw,,,,,,
2332,Masih punya gejala penyakit.,fw,,,,,,
2333,Yang jadinya kawan-kawan di luar sana UMKM ngerasa persaingan kadang-kadang nggak fair.,fw,,,,,,
2334,Yang bisa masuk ke sana harus punya kenalan dengan ini.,fw,,,,,,
2335,Dery barusan misuh-misuh soal content creator gitu ya.,fw,,,,,,
2336,"Nah, what to do?",fw,,,,,,
2337,Tadi salah satunya Kang Epu udah bilang.,fw,,,,,,
2338,"Jangan diem, bersikap, bicara, teriakan.",fw,,,,,,
2339,"Apa lagi, Kang?",fw,,,,,,
2340,"Kita harus mulai dari yang dasar nih, Rene.",fw,,,,,,
2341,"Yang dasar itu adalah bagaimana kita menata pikiran kita,",fw,,,,,,
2342,"cara pandang kita tentang demokrasi, tentang politik.",fw,,,,,,
2343,Banyak orang salah soal itu soalnya.,fw,,,,,,
2344,Sebab sebetulnya diumpamakan dalam hidup.,fw,,,,,,
2345,Politik dan demokrasi di dalamnya itu seperti udara.,fw,,,,,,
2346,Kita boleh tidak suka karena kualitasnya buruk.,fw,,,,,,
2347,"Kita boleh mengecam setiap saat karena polusinya, dan seterusnya.",fw,,,,,,
2348,"Tetapi sekali kita berhenti menghirupnya, selesai juga hidup kita.",fw,,,,,,
2349,"Jadi tidak ada pilihan untuk hidup tanpa politik dan tanpa demokrasi, tidak ada pilihan.",fw,,,,,,
2350,"Jadi maksud Kang Epu,",fw,,,,,,
2351,Ya kan udara kan memang kita harus udah nikmatin sehari-hari memang itu.,fw,,,,,,
2352,Jadi politik itu tanpa disadari adalah udara.,fw,,,,,,
2353,"Yang kita sadar atau tidak sadar, kita hidup di dalamnya.",fw,,,,,,
2354,Misalnya kita memilih calon Presiden A.,fw,,,,,,
2355,Pemilihan Presiden sudah lewat.,fw,,,,,,
2356,Lalu yang terpilih ternyata Presiden B.,fw,,,,,,
2357,Presiden B menaikkan harga BBM.,fw,,,,,,
2358,"Datanglah kita ke pom bensin,",fw,,,,,,
2359,"terus kemudian sama orangnya kita bilang,",fw,,,,,,
2360,saya pakai harga yang lama ya?,fw,,,,,,
2361,Karena saya tidak memilih dia.,fw,,,,,,
2362,Tidak bisa dong.,fw,,,,,,
2363,Karena aturannya sudah ditetapkan oleh perpres.,fw,,,,,,
2364,"Jadi gini, dalam politik ketaatan kita itu tidak sukarela,",fw,,,,,,
2365,tapi mandatori dipaksa.,fw,,,,,,
2366,"Saya bisa tidak suka sama undang-undang yang sudah selesai dibuat dan disahkan,",fw,,,,,,
2367,tapi saya tidak bisa tidak melaksanakan itu.,fw,,,,,,
2368,Iya karena memang sudah keputusan Presiden.,fw,,,,,,
2369,Mengikat.,fw,,,,,,
2370,Penguasa.,fw,,,,,,
2371,"Itulah yang disebut sebagai udara itu, kita tidak bisa menghindar.",fw,,,,,,
2372,Pilpres.,fw,,,,,,
2373,"Kan ada prosesnya, ada undang-undangnya tuh.",fw,,,,,,
2374,"Terus akhirnya sampai ada disput di MK gitu ya,",fw,,,,,,
2375,"digugat ke MK,",fw,,,,,,
2376,sampai kemudian keluarlah keputusannya Ninkrah.,fw,,,,,,
2377,Yang berketetapan hukum tetap.,fw,,,,,,
2378,Jadilah seseorang Presiden.,fw,,,,,,
2379,Kita tidak bisa tidak terima.,fw,,,,,,
2380,Tapi ini berlaku sebaliknya loh.,fw,,,,,,
2381,Berlaku sebaliknya.,fw,,,,,,
2382,"Cara berpikir yang sama harus dimiliki oleh yang bersangkutan,",fw,,,,,,
2383,yang terpilih jadi Presiden itu.,fw,,,,,,
2384,"Kalau dia dipilih oleh 57 persen pemilih,",fw,,,,,,
2385,bukan berarti dia harus melayani 57 persen loh.,fw,,,,,,
2386,Dia melayani 100 persen.,fw,,,,,,
2387,100 persen plus-plus.,fw,,,,,,
2388,Di mana plus-plusnya?,fw,,,,,,
2389,"Plus-plusnya itu kalau misalnya Pilpres itu 80 persen partisipasinya,",fw,,,,,,
2390,yang 20 persen gak partisipasi harus dilayani.,fw,,,,,,
2391,Karena masih belum bisa milih.,fw,,,,,,
2392,"Bukan, dia tidak sah misalnya.",fw,,,,,,
2393,Dia tidak datang ke TPS 20 persen katanya.,fw,,,,,,
2394,Terus dilayani.,fw,,,,,,
2395,"Plus anak kecil yang di bawah 17 tahun,",fw,,,,,,
2396,"orang gila,",fw,,,,,,
2397,"yang kehilangan hak politiknya,",fw,,,,,,
2398,dan seterusnya itu semua harus dilayani.,fw,,,,,,
2399,"Jadi ketika kemudian, nah ini.",fw,,,,,,
2400,"Ketika kemudian ada partai tertentu yang mengatakan Presiden itu pekerja partai dia,",fw,,,,,,
2401,itu boleh dikatakan oleh si partai itu.,fw,,,,,,
2402,Boleh?,fw,,,,,,
2403,Oleh partai itu boleh.,fw,,,,,,
2404,Oke.,fw,,,,,,
2405,"Tapi kalau Presiden taat sepenuhnya pada prinsip itu,",fw,,,,,,
2406,"gak boleh, bahaya.",fw,,,,,,
2407,Ini 20 persen pemilik partai itu dong.,fw,,,,,,
2408,Tapi kan...,fw,,,,,,
2409,"Bukan, tapi kan yang namanya penguasa dia bebas ngapain aja dong?",fw,,,,,,
2410,Ya dia bebas ngapain aja.,fw,,,,,,
2411,Kalau dalam totalitarianisme itu bebas ngapain.,fw,,,,,,
2412,"Mau bunuh orang, mau apa bebas tuh.",fw,,,,,,
2413,"Jadi Gorbacob itu masih kuliah, punya teman.",fw,,,,,,
2414,"Dalam satu diskusi di kampusnya,",fw,,,,,,
2415,temannya Gorbacob tiba-tiba ngutip Adam Smith.,fw,,,,,,
2416,"Adam Smith ini kan bapak kapitalisme, bapak liberalisme.",fw,,,,,,
2417,"Bukunya, buku Babon buat dikembangkannya kapitalisme, kira-kira begitu.",fw,,,,,,
2418,"Uni Soviet lawannya sosialisme, komunisme.",fw,,,,,,
2419,"Dan penguasa pada waktu itu totalitarian, partai komunis Uni Soviet gak bisa dilawan.",fw,,,,,,
2420,Apa yang terjadi kemudian?,fw,,,,,,
2421,Mahasiswa yang baru mengutip Adam Smith itu sejak saat itu hilang gak kembali.,fw,,,,,,
2422,"Jadi boleh apa aja, Der, kalau jadi penguasa.",fw,,,,,,
2423,"Tapi kalau sistemnya totalitarian, tanpa batas.",fw,,,,,,
2424,"Otoritarian, ada batasnya sedikit.",fw,,,,,,
2425,"Demokrasi, banyak koridornya.",fw,,,,,,
2426,Sangat terbatas.,fw,,,,,,
2427,"Gak boleh ini, gak boleh itu.",fw,,,,,,
2428,"Itu koch yang gue bilang, kenapa begitu ada presiden yang resmi, penguasa yang jadi,",fw,,,,,,
2429,"apa segala macam, karena memang sudah ditetapkan.",fw,,,,,,
2430,Mau gak mau kita memang harus taat daripada chaos.,fw,,,,,,
2431,Itu poinnya kenapa gue wajib taat sama penguasa itu.,fw,,,,,,
2432,Chaos itu harganya jauh lebih mahal.,fw,,,,,,
2433,"Kita demo sembarangan, makar, rusuh, rakyat.",fw,,,,,,
2434,"Namun di sisi lain, ada mekanisme demokrasi ini",fw,,,,,,
2435,yang untuk memperbaiki dirinya kita gak boleh lupakan.,fw,,,,,,
2436,Dan disitulah kita perlu ambil peran.,fw,,,,,,
2437,"Dan ini tanggung jawab semua insan yang menghirup ini,",fw,,,,,,
2438,yang artinya juga semua.,fw,,,,,,
2439,"Tapi kalau kita gak paham apa yang bisa kita lakukan,",fw,,,,,,
2440,"karena kan banyak bicara soal ego salah satu ceritanya di buku Ku itu,",fw,,,,,,
2441,"ini promo sedikit,",fw,,,,,,
2442,"ada ego merasa paling benar, tapi ada juga ego merasa paling sengsara.",fw,,,,,,
2443,"Kalau, aduh apa sih artinya, aku cuma satu orang,",fw,,,,,,
2444,"gak mungkin lah bisa didengar, aku gak punya kasih solusi,",fw,,,,,,
2445,yang aku punya adalah kasih problem.,fw,,,,,,
2446,Jadi orang gak dengar.,fw,,,,,,
2447,"Akhirnya memilih untuk gak ngapa-ngapain, itu juga salah.",fw,,,,,,
2448,Hopeless itu justru gak boleh.,fw,,,,,,
2449,Nah ini jembatan buat saya melanjutkan yang tadi itu.,fw,,,,,,
2450,"Jadi nomor satu, cara berpikir kita harus diperbaiki",fw,,,,,,
2451,dalam memahami demokrasi dan politik.,fw,,,,,,
2452,Bahwa gak bisa dihindari.,fw,,,,,,
2453,"Ada mungkin yang menganggap alergi aku sama demokrasi,",fw,,,,,,
2454,jangan ngomong demokrasi ya.,fw,,,,,,
2455,"Alergi aku sama politik, jangan ngomong politik.",fw,,,,,,
2456,"Kalau orang alergi sama udara,",fw,,,,,,
2457,dia tidak bisa menghindari udara.,fw,,,,,,
2458,Tapi kalau dia...,fw,,,,,,
2459,"Alergi pada debu, misalnya dia bisa hindari debu.",fw,,,,,,
2460,Karena debu itu tidak melekat dalam hidup kita.,fw,,,,,,
2461,Udara itu kan dengan sendirinya ada di kita.,fw,,,,,,
2462,"Jadi kalau orang merasa alergi pada demokrasi,",fw,,,,,,
2463,"alergi pada politik,",fw,,,,,,
2464,"maka dia hanya bisa melakukan adaptasi,",fw,,,,,,
2465,dan sebisanya memperbaiki apa yang membuat dia tidak suka alergi.,fw,,,,,,
2466,"Maka soal yang keduanya itu adalah,",fw,,,,,,
2467,"menjadi warga negara,",fw,,,,,,
2468,bukan hanya sekedar punya pandangan yang tepat,fw,,,,,,
2469,"tentang politik dan demokrasi,",fw,,,,,,
2470,tapi punya cara pandang proaktif.,fw,,,,,,
2471,Itu maksud saya.,fw,,,,,,
2472,Jadi ketika...,fw,,,,,,
2473,Sebenarnya di agama itu sudah dijelaskan bahwa,fw,,,,,,
2474,"kita terpisah-pisah,",fw,,,,,,
2475,"berpulau-pulau,",fw,,,,,,
2476,"berbeda-beda,",fw,,,,,,
2477,hurf atau budayanya dan lain sebagainya.,fw,,,,,,
2478,Jadi ketika memang tadi setuju mengenai udara,fw,,,,,,
2479,"yang kita lahir di tanah tercinta,",fw,,,,,,
2480,"tanah air ini,",fw,,,,,,
2481,ya memang begini konsepnya.,fw,,,,,,
2482,Nah makanya disitu diterangkan sendiri,fw,,,,,,
2483,sama firman Allah dan lain sebagainya.,fw,,,,,,
2484,Allah juga mengatakan bahwa disini,fw,,,,,,
2485,"setiap negara dan lain sebagainya,",fw,,,,,,
2486,"kamu harus taat pada Allah,",fw,,,,,,
2487,"Rasul, dan pemimpin-pemimpin kalian.",fw,,,,,,
2488,"Artinya,",fw,,,,,,
2489,mengisyaratkan bahwa,fw,,,,,,
2490,memang ada negara-negara ini,fw,,,,,,
2491,dengan konsepnya masing-masing seperti ini.,fw,,,,,,
2492,"Nah sekarang kita berada seperti ini,",fw,,,,,,
2493,yaudah kita hadapin dengan lingkungannya,fw,,,,,,
2494,yang begini ya.,fw,,,,,,
2495,Kita harus cermat.,fw,,,,,,
2496,"Betul, proaktif memang perlu.",fw,,,,,,
2497,"Dalam hal memang,",fw,,,,,,
2498,"bukan berarti hopeless setuju sama ko Cerny,",fw,,,,,,
2499,tapi memang kita harus benahinnya,fw,,,,,,
2500,dari diri kita dulu.,fw,,,,,,
2501,"Dari bawah pelan-pelan gerak ikhtiar,",fw,,,,,,
2502,"ingetin pelan-pelan,",fw,,,,,,
2503,"kalau bisa nasihatin ke atasnya,",fw,,,,,,
2504,"kalau bisa nanti ketemu sama menteri nasihatin,",fw,,,,,,
2505,"kalau bisa nanti ketemu sama presiden,",fw,,,,,,
2506,"empat mata dengan cara yang baik,",fw,,,,,,
2507,dan lain sebagainya.,fw,,,,,,
2508,Nah proses itu tuh.,fw,,,,,,
2509,"Nah makanya banyak yang terjadi,",fw,,,,,,
2510,"ketika tadi misalnya orang-orang alergi,",fw,,,,,,
2511,"bagus kata-katanya ya,",fw,,,,,,
2512,"alergi terhadap demokrasi yang sudah memang hadir di negara ini,",fw,,,,,,
2513,"lalu dia nggak suka misalnya,",fw,,,,,,
2514,"tiba-tiba langsung bertindaknya kayak,",fw,,,,,,
2515,"gimana ko Cerny,",fw,,,,,,
2516,kayak nggak sewajarnya sebagai warga negara gitu loh.,fw,,,,,,
2517,Menurut gue karena gini.,fw,,,,,,
2518,Itu.,fw,,,,,,
2519,Warga negara ini yang penting.,fw,,,,,,
2520,"Karena kan gini,",fw,,,,,,
2521,"tadi Kang Ep udah bilang,",fw,,,,,,
2522,nomor satu mindset tentang politik dan demokrasi harus dibenahi.,fw,,,,,,
2523,"Dan sekarang saya baru dengar obrolan ini,",fw,,,,,,
2524,Der jadi lebih punya harapan.,fw,,,,,,
2525,"Kalau tadinya kita hanya terlokalisasi pada masalah,",fw,,,,,,
2526,"masalah itu kan banyak,",fw,,,,,,
2527,cuma yang kena sama kita sebenarnya cuma beberapa gitu ya.,fw,,,,,,
2528,Masalah yang paling kena untuk saya adalah polusi yang tambah parah ini gitu kan.,fw,,,,,,
2529,"Kita nggak punya hak hidup gitu kan,",fw,,,,,,
2530,"tapi kalau kita hanya melokalisasi cara pandang kita pada masalah yang paling kita nggak suka,",fw,,,,,,
2531,tidak berharap jadinya.,fw,,,,,,
2532,"Tapi pada saat perspektif kita buka,",fw,,,,,,
2533,ternyata kita punya opsi lebih banyak gitu ya Kang.,fw,,,,,,
2534,Ada lagi nggak?,fw,,,,,,
2535,"Jadi yang kedua itu,",fw,,,,,,
2536,istilahnya persis yang dikatakan itu warga negara.,fw,,,,,,
2537,Demokrasi menuntut setiap orang proaktif.,fw,,,,,,
2538,"Kalau dalam bahasa yang lebih mewah gitu,",fw,,,,,,
2539,dalam demokrasi orang tidak bisa menjadi bagian dari massa.,fw,,,,,,
2540,Kumpulan orang banyak yang berkerumun.,fw,,,,,,
2541,Tapi orang harus menjadi warga negara.,fw,,,,,,
2542,Apa itu warga negara?,fw,,,,,,
2543,Ada beberapa cirinya kalau disederhanakan.,fw,,,,,,
2544,"Nomor satu, warga negara adalah setiap orang yang tahu persis haknya,",fw,,,,,,
2545,dan pandai menjaga haknya sendiri.,fw,,,,,,
2546,Itu satu.,fw,,,,,,
2547,"Jalan ke rumah dia rusak,",fw,,,,,,
2548,dia tahu itu haknya.,fw,,,,,,
2549,"Sebagai warga negara dia bayar pajak,",fw,,,,,,
2550,dan pajak itu harusnya dipakai memperbaiki fasilitas publik.,fw,,,,,,
2551,Kok jalan ke rumah saya masih rusak terus?,fw,,,,,,
2552,"Maka dia tidak diam, dia bikin surat pembaca.",fw,,,,,,
2553,"Dia nge-tweet,",fw,,,,,,
2554,dia nulis dan posting di Instagram.,fw,,,,,,
2555,"Dia bahkan bikin konten untuk Youtubenya, segala macam gitu.",fw,,,,,,
2556,"Tapi bukannya kalau kita langsung ujar ke sosial media,",fw,,,,,,
2557,malah jadinya memanti orang-orang jadi malah benci kepada pemimpin dan lain sebagainya.,fw,,,,,,
2558,Itu tergantung bagaimana kita mengkreasi kontennya.,fw,,,,,,
2559,Kan yang kemarin sempat rame di Lampung itu kan mulutnya kesembarangan.,fw,,,,,,
2560,"Misalnya yang kita katakan begini,",fw,,,,,,
2561,"saya tinggal di RT sekian, RW sekian,",fw,,,,,,
2562,"dan sudah lima tahun terakhir,",fw,,,,,,
2563,jalan kok gak pernah diperbaiki ya?,fw,,,,,,
2564,"Rasanya sebagai warga RT ini,",fw,,,,,,
2565,"saya berhak dong dapat jalan yang benar,",fw,,,,,,
2566,masa lima tahun gak ada perbaikan gitu.,fw,,,,,,
2567,Kan begitu aja kan gak apa-apa.,fw,,,,,,
2568,Bukan lebay dan bukan mengiring opini.,fw,,,,,,
2569,Jadi nomor satu yang disebut warga negara itu adalah,fw,,,,,,
2570,tahu persis hak-haknya dan pandai menjaga haknya sendiri.,fw,,,,,,
2571,Nomor satu itu.,fw,,,,,,
2572,Nomor dua ini penting.,fw,,,,,,
2573,"Tahu persis hak orang lain dan orang banyak,",fw,,,,,,
2574,dan pandai menunaikan kewajibannya,fw,,,,,,
2575,untuk membuat hak orang lain dan orang banyak terpenuhi.,fw,,,,,,
2576,Dan ini yang seringkali dilupakan orang.,fw,,,,,,
2577,Orang banyak sekali.,fw,,,,,,
2578,Fokusnya sama hak.,fw,,,,,,
2579,"Iya, daftar haknya itu panjang betul berlembar-lembar.",fw,,,,,,
2580,Tapi tidak ada satu pun catatan tentang apa yang harus dia kerjakan untuk orang lain.,fw,,,,,,
2581,"Nah, dalam demokrasi itu memang harus dipelajari.",fw,,,,,,
2582,Orang harus dipaksa untuk menjalani itu sampai kemudian terbiasa.,fw,,,,,,
2583,"Dulu di awal reformasi, pernah tuh,",fw,,,,,,
2584,mahasiswa nutup semua jalan tol.,fw,,,,,,
2585,Apa yang terjadi?,fw,,,,,,
2586,Banyak sekali loh buruh di Tanjung Priuk itu mengeluh,fw,,,,,,
2587,karena dia setiap hari hanya membawa uang 20 ribu atau lebih.,fw,,,,,,
2588,Untuk bisa sampai ke tempat kerjanya.,fw,,,,,,
2589,Untuk membuat keluarganya makan.,fw,,,,,,
2590,Dan hari itu tidak bisa dia kerja.,fw,,,,,,
2591,"Karena semua truk, kontainer, dan lain-lain tidak bisa masuk ke Tanjung Priuk",fw,,,,,,
2592,karena semua jalan ditutup.,fw,,,,,,
2593,"Jadi pada saat kita fokus pada hak aja, kita lupa ada hak orang lain juga.",fw,,,,,,
2594,Dan kita nggak penuhi itu karena fokus kita pada problem dan hak kita itu tadi.,fw,,,,,,
2595,Kita belum jadi warga negara tuh.,fw,,,,,,
2596,Ada lagi yang lain.,fw,,,,,,
2597,"Yang ketiga adalah, warga negara, kita sebut warga negara,",fw,,,,,,
2598,"jika dia atau mereka bergantung pada dirinya sendiri,",fw,,,,,,
2599,"dan tidak bergantung pada orang lain, sekalipun itu pemimpinnya.",fw,,,,,,
2600,Jadi prinsip bahwa setiap orang adalah pemimpin dan bertanggung jawab,fw,,,,,,
2601,pada yang dipimpinnya itu prinsip demokrasi.,fw,,,,,,
2602,Kulukum ra'in wa kulukum mas'ulun an ra'iyati itu demokrasi.,fw,,,,,,
2603,Artinya apa?,fw,,,,,,
2604,Kita tidak boleh membuat spanduk dalam demokrasi.,fw,,,,,,
2605,Itu yang isinya selamat Bapak Wali Kota terpilih.,fw,,,,,,
2606,Masa depan kota ini 5 tahun ada di tanganmu.,fw,,,,,,
2607,Itu salah.,fw,,,,,,
2608,Masa depan kota itu di tangan semua warga kota yang terpanggil.,fw,,,,,,
2609,Itu masuk prinsip ketiga warga negara tuh.,fw,,,,,,
2610,Bahwa orang tidak boleh menitipkan perjuangan pada pemimpinnya,fw,,,,,,
2611,untuk membuat dia punya alasan nggak ngapain-ngapain gitu loh.,fw,,,,,,
2612,Jadi tidak boleh bergantung pada orang lain sekalipun orang itu pemimpin kita.,fw,,,,,,
2613,"Bahwasannya setelah dia berikhtiar sendiri,",fw,,,,,,
2614,menggantungkan pada dirinya sendiri dan kemudian menitipkan sejumlah hal,fw,,,,,,
2615,amanat atau mandat kepada pemimpin itu ada.,fw,,,,,,
2616,Jadi lepas tangan tuh bukan nggak demokratis ya sebenarnya.,fw,,,,,,
2617,Yang keempat itu adalah seorang warga negara adalah mereka yang proaktif.,fw,,,,,,
2618,Memperjuangkan haknya tegak dan tidak meminta orang lain memperjuangkannya.,fw,,,,,,
2619,"Contohnya termasuk ketika memang ada kesalahan pada pemimpin-pemimpin kita,",fw,,,,,,
2620,penguasa-penguasa kita di negeri ini kita mungkin bisa ada celah untuk nasihati.,fw,,,,,,
2621,"Nasihati dengan yang baik, dengan cara yang baik.",fw,,,,,,
2622,Termasuk menaruhi.,fw,,,,,,
2623,"Kalau saya ditanya nih, apakah saya taat kepada Presiden Jokowi sebagai kepala negara saya?",fw,,,,,,
2624,Saya taat. Taat sepenuhnya.,fw,,,,,,
2625,"Tetapi konstitusi menjamin kebebasan saya untuk berpendapat,",fw,,,,,,
2626,"kalau saya punya perbedaan pendapat menyangkut apa yang diprogramkan,",fw,,,,,,
2627,"apa yang dijadikan gebijakan, apa yang dijalankan.",fw,,,,,,
2628,"Jadi bukan sekedar menyelisihi dia, tapi menyelisihi apa yang dikatakan.",fw,,,,,,
2629,Karena ada basisnya juga.,fw,,,,,,
2630,Lagi-lagi ini bukan masalah pribadi ke pribadi.,fw,,,,,,
2631,Tapi peran ke peran.,fw,,,,,,
2632,"Betul, betul.",fw,,,,,,
2633,"Jadi kalau misalnya saya bilang, Pak Jokowi itu luar biasa dalam soal infrastruktur.",fw,,,,,,
2634,"Sayang, infrastruktur sampai dengan sekarang belum memenuhi tiga aspek.",fw,,,,,,
2635,"Satu, belum tuntas menciptakan inter-connectivity antar daerah.",fw,,,,,,
2636,"Yang kedua, belum bisa menghubungkan secara langsung pembangunan infrastruktur",fw,,,,,,
2637,dengan penyejahteran rakyat secara konkret di banyak tempat.,fw,,,,,,
2638,"Nomor tiga, belum bisa menjadikan kemajuan infrastruktur itu",fw,,,,,,
2639,dengan menjadikan desa-desa di Indonesia sebagai pusat pertumbuhan baru.,fw,,,,,,
2640,Ini bukan salah saya.,fw,,,,,,
2641,Ini haknya sebagai warga.,fw,,,,,,
2642,"Tapi begitu diposting di sosial media,",fw,,,,,,
2643,apakah itu tidak memantik atau memancing orang-orang,fw,,,,,,
2644,jadinya ikutan malah mengujar ikutan-ikutan kebenci pada penguasa?,fw,,,,,,
2645,Demokrasi memiliki fasilitas itu.,fw,,,,,,
2646,"Cuma mungkin dengan cara yang, apalagi dipakai orang-orang yang lampung kemarin,",fw,,,,,,
2647,itu caranya terlalu parah.,fw,,,,,,
2648,"Kalau begitu terlalu ke kiri banget, juga membahayakan untuk yang lainnya juga.",fw,,,,,,
2649,Jadi akhirnya mereka kesundut sebuah kompor pendek atau segala macam.,fw,,,,,,
2650,"Itu tadi kan racikannya adalah kita harus jaga hak kita,",fw,,,,,,
2651,tapi kita penuhi kewajiban kita ke orang lain.,fw,,,,,,
2652,"Misalnya seorang gubernur, punya hak loh gubernur itu.",fw,,,,,,
2653,Untuk dinilai secara adil.,fw,,,,,,
2654,Untuk tidak difitnah.,fw,,,,,,
2655,Untuk tidak dihina.,fw,,,,,,
2656,Itu hak mereka.,fw,,,,,,
2657,Kita punya kewajiban untuk memenuhi itu.,fw,,,,,,
2658,"Jadi dalam demokrasi, yang disebut prinsip berwarga negara tidak mudah.",fw,,,,,,
2659,"Dan yang terakhir, yang disebut warga negara itu adalah",fw,,,,,,
2660,"setiap orang yang melawan secara beradab,",fw,,,,,,
2661,"melawan secara sehat,",fw,,,,,,
2662,"berdasarkan prinsip-prinsip kemanusiaan yang beradab,",fw,,,,,,
2663,kepada siapapun yang berusaha memberangus haknya.,fw,,,,,,
2664,Melawan secara beradab itu...,fw,,,,,,
2665,"Saya coba memahaminya, mengkonteksikannya.",fw,,,,,,
2666,Gimana caranya?,fw,,,,,,
2667,Beradab dan manusiawi.,fw,,,,,,
2668,"Jadi maksudnya, saya tahu ini salah,",fw,,,,,,
2669,saya suarakan.,fw,,,,,,
2670,"Sebatas saya menakar kira-kira respon orang ini,",fw,,,,,,
2671,akan seperti apa gitu.,fw,,,,,,
2672,Itu bisa gak disebut beradab kan?,fw,,,,,,
2673,"Karena saya ingin menjaga gini,",fw,,,,,,
2674,"karena kan saya bisa ngukur ya,",fw,,,,,,
2675,"kalau dari pakai kacamata, kayaknya intelektual,",fw,,,,,,
2676,oke saya debat nih di tempat ini bisa.,fw,,,,,,
2677,"Tapi kalau dari kacamata dicopot,",fw,,,,,,
2678,"terus ada tato, terus bawa pisau gitu kan,",fw,,,,,,
2679,saya mendingan gak ngomong gitu kan.,fw,,,,,,
2680,"Karena kalau saya ngomong,",fw,,,,,,
2681,nanti akhirnya saya harus bawa pistol untuk membuat dia mendengar gitu.,fw,,,,,,
2682,Itu pragmatis atau manusiawi?,fw,,,,,,
2683,"Memberangus hak itu, ada hubungan horizontal-vertikal.",fw,,,,,,
2684,"Kalau horizontal, orang lain, pihak lain yang sejajar dengan kita,",fw,,,,,,
2685,yang tidak punya otoritas melanggar hak kita.,fw,,,,,,
2686,Itu kan tadi contohnya.,fw,,,,,,
