no;sentence;case;label_adam;reason_adam;label_anthony;reason_anthony;label_yoshua;reason_yoshua;mdhugol_pred;mdhugol_conf;poerwiyanto_pred;poerwiyanto_conf;hilmansw_pred;hilmansw_conf;ayameRushia_pred;ayameRushia_conf
2249;Sakit kita.;fw;;;;;;;negative;0.9972614049911499;positive;0.9825994968414307;neutral;0.9998669624328613;negative;0.9997847676277161
2250;Coba kalau kita pegang-pegang lembek.;fw;;;;;;;negative;0.98700350522995;neutral;0.8985967040061951;neutral;0.9998483657836914;negative;0.9998339414596558
2251;Itulah yang aspal itu barangkali adalah zat yang bisa memadukan kekuatan dan kelenturan.;fw;;;;;;;neutral;0.7083450555801392;negative;0.7329051494598389;neutral;0.9998780488967896;positive;0.9775528907775879
2252;Dalam demokrasi pemimpin itu harus begitu.;fw;;;;;;;neutral;0.5323557257652283;positive;0.9604009985923767;neutral;0.9998787641525269;negative;0.9867836236953735
2253;Tidak boleh terlalu lembut kayak jello.;fw;;;;;;;negative;0.7816307544708252;negative;0.9548397660255432;neutral;0.999868631362915;negative;0.9905942678451538
2254;Gini-gini ancur gitu.;fw;;;;;;;negative;0.9972881078720093;neutral;0.8644953966140747;negative;0.9998756647109985;negative;0.9977432489395142
2255;Kok lu gitu sih?;fw;;;;;;;negative;0.9967166781425476;positive;0.9977908134460449;neutral;0.9998583793640137;negative;0.9998155236244202
2256;Kenapa gue diomongin?;fw;;;;;;;negative;0.9693887233734131;positive;0.9202507138252258;negative;0.8307321667671204;negative;0.9998403787612915
2257;Baperan gitu.;fw;;;;;;;negative;0.998073935508728;neutral;0.8130760192871094;neutral;0.9992600083351135;negative;0.9998226761817932
2258;Kok gitu sih?;fw;;;;;;;negative;0.9957330822944641;positive;0.9973709583282471;neutral;0.9998877048492432;negative;0.9998236298561096
2259;Terus nunjukin foto kayak jaman dulu pernah ada ya.;fw;;;;;;;neutral;0.9949365854263306;neutral;0.8131808042526245;neutral;0.9998867511749268;neutral;0.9990043044090271
2260;Aku lagi ditembak gitu kan.;fw;;;;;;;negative;0.9946932196617126;positive;0.8443220257759094;negative;0.9998250603675842;negative;0.9993556141853333
2261;Ya kan fotoku lagi ditembak itu baper kan.;fw;;;;;;;negative;0.997570812702179;positive;0.9879321455955505;negative;0.9979692101478577;negative;0.9998447895050049
2262;Jadi memang demokrasi...;fw;;;;;;;positive;0.5277664661407471;positive;0.5331851243972778;neutral;0.9997753500938416;positive;0.822273313999176
2263;Aku gak peduli dari ngomong apa.;fw;;;;;;;negative;0.9919834733009338;negative;0.9829948544502258;negative;0.9997432827949524;negative;0.999832034111023
2264;Dari you're not my constituent.;fw;;;;;;;neutral;0.9715695381164551;neutral;0.6808953285217285;neutral;0.999876856803894;neutral;0.9993395209312439
2265;Gak bisa.;fw;;;;;;;negative;0.9941691160202026;negative;0.5957738757133484;neutral;0.9997324347496033;negative;0.9030479192733765
2266;Karena panjang jenggotmu itu gak boleh.;fw;;;;;;;negative;0.9821229577064514;positive;0.9952883720397949;neutral;0.9998817443847656;negative;0.9997653365135193
2267;Hai kamu wakil rektor.;fw;;;;;;;neutral;0.9911852478981018;neutral;0.9947973489761353;neutral;0.9998863935470581;neutral;0.9991281628608704
2268;Kamu kok celananya pendek amat jingkrang.;fw;;;;;;;negative;0.9970299005508423;positive;0.9928349256515503;negative;0.9997435212135315;negative;0.9998443126678467
2269;Keluar kamu, hilang jabatannya.;fw;;;;;;;negative;0.9957439303398132;positive;0.8345583081245422;negative;0.9998086094856262;negative;0.999506950378418
2270;Itu gak bisa.;fw;;;;;;;negative;0.9935170412063599;positive;0.8833116888999939;neutral;0.9998077750205994;negative;0.9997244477272034
2271;Nah dalam kaitan dengan yang terakhir itu demokrasi pemimpinnya punya syarat lain, persyaratan lain.;fw;;;;;;;neutral;0.9406797885894775;neutral;0.8196538686752319;neutral;0.9998564720153809;negative;0.9551942944526672
2272;Dia tidak hanya boleh benar, tapi juga harus toleran.;fw;;;;;;;neutral;0.7717414498329163;negative;0.9809907674789429;neutral;0.9998548030853271;positive;0.983074963092804
2273;Coba-coba.;fw;;;;;;;neutral;0.972751259803772;negative;0.9515859484672546;neutral;0.9998785257339478;negative;0.9996548891067505
2274;Benar dan toleran.;fw;;;;;;;positive;0.9284844398498535;negative;0.9975374937057495;neutral;0.9998093247413635;positive;0.9996358156204224
2275;Benar dan toleran.;fw;;;;;;;positive;0.9284844398498535;negative;0.9975374937057495;neutral;0.9998093247413635;positive;0.9996358156204224
2276;Kalau benar itu, dia yakin benar bahwa apa yang dia kerjakan, prinsip-prinsip yang dia pegang itu terjaga.;fw;;;;;;;positive;0.9546213150024414;negative;0.8912918567657471;neutral;0.9904347658157349;positive;0.9993554949760437
2277;Tapi di luar sana ada orang dengan prinsip yang berbeda.;fw;;;;;;;neutral;0.9366453289985657;positive;0.927904486656189;neutral;0.9998384714126587;negative;0.9969137907028198
2278;Di luar sana ada orang yang mendefinisikan kebenaran dengan cara yang berbeda, dengan rumusan yang berbeda.;fw;;;;;;;negative;0.539741039276123;neutral;0.8414711952209473;neutral;0.9998040795326233;negative;0.9991433620452881
2279;Contohnya?;fw;;;;;;;neutral;0.9278746843338013;positive;0.6404810547828674;neutral;0.9998540878295898;negative;0.6799433827400208
2280;Misalnya.;fw;;;;;;;neutral;0.9813843965530396;neutral;0.9792371988296509;neutral;0.9998718500137329;neutral;0.7250533103942871
2281;Saya kasih contohnya yang kepikir.;fw;;;;;;;neutral;0.955156147480011;negative;0.9894979000091553;neutral;0.9997289776802063;negative;0.5169586539268494
2282;Alkohol haram.;fw;;;;;;;negative;0.9967169165611267;positive;0.9981009364128113;neutral;0.9989748001098633;negative;0.9997573494911194
2283;Saya pemimpin muslim.;fw;;;;;;;positive;0.4706874191761017;negative;0.5286458134651184;neutral;0.9997918009757996;negative;0.9437293410301208
2284;Alkohol haram.;fw;;;;;;;negative;0.9967169165611267;positive;0.9981009364128113;neutral;0.9989748001098633;negative;0.9997573494911194
2285;Ini contoh yang bagus.;fw;;;;;;;positive;0.9863550066947937;negative;0.9936147928237915;neutral;0.8287050127983093;positive;0.9994692206382751
2286;Maka si pemimpin itu harus memberi kesempatan bagi mereka yang tidak mengharamkan alkohol untuk tetap bisa mengkonsumsi alkohol.;fw;;;;;;;negative;0.5386592745780945;positive;0.933711588382721;neutral;0.9998660087585449;neutral;0.8921475410461426
2287;Toleransi itu harus tersedia pada pemimpin.;fw;;;;;;;neutral;0.9858003854751587;negative;0.7587582468986511;neutral;0.9998844861984253;negative;0.9996033310890198
2288;Bahwasannya kemudian usia yang mengkonsumsi dibatasi.;fw;;;;;;;neutral;0.9557833075523376;positive;0.828350305557251;neutral;0.9998730421066284;negative;0.9840143322944641
2289;Pertimbangan yang disepakati bersama.;fw;;;;;;;neutral;0.9941397905349731;neutral;0.9869591593742371;neutral;0.9998619556427002;positive;0.5742067694664001
2290;Sistem peredarannya, sistem produksinya, sistem distribusinya diatur dalam satu tata kelola.;fw;;;;;;;neutral;0.9780751466751099;neutral;0.9938092827796936;neutral;0.9998844861984253;neutral;0.999025821685791
2291;Tata kelola itu, aturan itu tidak boleh memberangus hak para pengkonsumsi alkohol.;fw;;;;;;;neutral;0.5366256833076477;positive;0.8973608016967773;neutral;0.9998772144317627;neutral;0.6790382266044617
2292;Walaupun saya sebagai individu meyakini alkohol ini haram untuk saya dan semua orang yang mempunyai keyakinan sama dengan saya.;fw;;;;;;;negative;0.9541898965835571;positive;0.9957737326622009;neutral;0.9988425374031067;negative;0.9995123147964478
2293;Tapi saya harus menoleransi dia yang punya keyakinan berbeda.;fw;;;;;;;neutral;0.9355757832527161;positive;0.9745373725891113;neutral;0.9998599290847778;negative;0.9995331764221191
2294;Pada saat kemudian alkohol itu sudah berkorelasi dengan tindakan-tindakan lain yang tidak ada kaitan dengan urusan minum-meminum.;fw;;;;;;;neutral;0.9340677261352539;positive;0.9363151788711548;negative;0.9987589120864868;negative;0.9994621872901917
2295;Seperti misalnya kriminalitas.;fw;;;;;;;negative;0.6178499460220337;positive;0.9815624952316284;neutral;0.9995837807655334;negative;0.9992573857307434
2296;Keributan di tengah publik, pembuat keonaran, segala macam.;fw;;;;;;;negative;0.9961298704147339;positive;0.9943690896034241;negative;0.9998860359191895;negative;0.9993773102760315
2297;Maka si pemimpin bukan menggunakan pelarangan alkohol dalam urusan itu.;fw;;;;;;;negative;0.7774099707603455;positive;0.9913342595100403;neutral;0.9998830556869507;negative;0.997494101524353
2298;Tetapi tindakan yang diakibatkan oleh konsumsinya.;fw;;;;;;;neutral;0.9505366086959839;positive;0.9880362749099731;neutral;0.9994969367980957;negative;0.9968301653862
2299;Itu menunjukkan memang negara ini sebenarnya negara muslim.;fw;;;;;;;negative;0.8967899084091187;positive;0.9913718700408936;neutral;0.9998724460601807;negative;0.9929295182228088
2300;Karena mayoritasnya orang muslim, hukum islam juga berjalan di negara ini.;fw;;;;;;;neutral;0.44187065958976746;positive;0.7993863821029663;neutral;0.9997803568840027;negative;0.7232770919799805
2301;Makanya ada pertimbangan-pertimbangan ketika memang ini adalah merusak sarana publik, mengganggu orang, memperkosa kejahatan, pembunuhan, tindakan di situ.;fw;;;;;;;negative;0.9873771071434021;positive;0.995794415473938;neutral;0.9996554851531982;negative;0.9994471669197083
2302;Jadi yang saya mau katakan itu adalah karena contohnya itu adalah alkohol.;fw;;;;;;;negative;0.7285434603691101;positive;0.9948315620422363;neutral;0.9997956156730652;negative;0.9914803504943848
2303;Pemimpin dengan keyakinan agamanya, dengan keyakinannya atas kebenaran bisa membuat keputusan tentang alkohol.;fw;;;;;;;neutral;0.9738640785217285;negative;0.3741641342639923;neutral;0.9998589754104614;positive;0.871595025062561
2304;Sistem produksi, sistem distribusi, penjualan, batasan umur pengkonsumsi, dan seterusnya.;fw;;;;;;;neutral;0.9952006340026855;neutral;0.9931063055992126;neutral;0.9998853206634521;neutral;0.9963680505752563
2305;Dia berhak.;fw;;;;;;;neutral;0.8430830240249634;neutral;0.9597456455230713;neutral;0.9998817443847656;positive;0.9874643087387085
2306;Tetapi pada saat yang sama ketika di tempat itu ada publik, ada warga, ada kelompok masyarakat.;fw;;;;;;;neutral;0.566987156867981;positive;0.7251384258270264;neutral;0.9994388222694397;negative;0.9942919015884399
2307;Yang merasa bahwa meminum alkohol buat mereka adalah tindakan legal yang tidak dilarang agama mereka.;fw;;;;;;;negative;0.7175167798995972;positive;0.9894101619720459;neutral;0.9996453523635864;negative;0.9986452460289001
2308;Dan seterusnya, dan seterusnya.;fw;;;;;;;neutral;0.9922612309455872;neutral;0.9626287817955017;neutral;0.9998348951339722;positive;0.9699311852455139
2309;Maka si pemimpin harus punya toleransi bahwa si warga negara itu mendapatkan haknya.;fw;;;;;;;neutral;0.9137977957725525;neutral;0.6353474855422974;neutral;0.9998862743377686;negative;0.9255338907241821
2310;Asalkan dilakukan sesuai dengan yang sudah disepakati.;fw;;;;;;;neutral;0.8892556428909302;neutral;0.9948126077651978;neutral;0.9996606111526489;neutral;0.9482477307319641
2311;Si pemimpin, kelebihan si pemimpin adalah dia punya daya jangkau terhadap regulasi, membuat aturan.;fw;;;;;;;positive;0.9457055926322937;negative;0.6083070039749146;neutral;0.9998513460159302;positive;0.9974645376205444
2312;Karena dia penguasa, dia pemimpin, pasti dia bisa nimbang masalahat motorodnya.;fw;;;;;;;negative;0.8546079993247986;positive;0.9334884285926819;negative;0.9891693592071533;negative;0.9997232556343079
2313;Dia bisa bikin sistem pengawasan.;fw;;;;;;;neutral;0.9927424192428589;neutral;0.9965923428535461;neutral;0.9998906850814819;neutral;0.9993756413459778
2314;Kangen, kalau itu untuk pemimpin, bagaimana untuk yang dipimpin?;fw;;;;;;;negative;0.9779746532440186;positive;0.786390483379364;neutral;0.9998756647109985;negative;0.9427074790000916
2315;Jadi untuk rakyatnya.;fw;;;;;;;neutral;0.481845498085022;positive;0.7403153777122498;neutral;0.9998892545700073;positive;0.9983841180801392
2316;Kita kan kerap yang disorot itu saat ini.;fw;;;;;;;negative;0.7967817783355713;positive;0.7881377339363098;neutral;0.9995875954627991;neutral;0.7483524084091187
2317;Dan ini alasan kenapa Kang Ep ada di sini ya, Der.;fw;;;;;;;neutral;0.9961426854133606;positive;0.9909906387329102;neutral;0.9998760223388672;neutral;0.8555824756622314
2318;Yang kita lihat itu penyakitnya demokrasi.;fw;;;;;;;negative;0.9884079098701477;positive;0.9972175359725952;neutral;0.9997320771217346;negative;0.999626874923706
2319;Tapi kita lupa hal-hal baik yang sudah diberikan.;fw;;;;;;;negative;0.9936951994895935;positive;0.7447651028633118;negative;0.7759062051773071;negative;0.9910489320755005
2320;Contohnya, sekatro-katronya kita.;fw;;;;;;;neutral;0.995726466178894;neutral;0.8648021221160889;neutral;0.9998745918273926;neutral;0.9903473854064941
2321;Ya maksudnya, bukan, kan Jokowi bukan Kim Jong-un gitu ya.;fw;;;;;;;negative;0.8641279935836792;positive;0.9589003324508667;neutral;0.9997491240501404;negative;0.5931142568588257
2322;Dua hal yang sama sekali berbeda.;fw;;;;;;;neutral;0.9823386073112488;negative;0.6869499683380127;neutral;0.9998551607131958;negative;0.9992839694023132
2323;Tidak serta-merta bisa melakukan apapun yang dilakukan oleh Kim Jong-un.;fw;;;;;;;negative;0.5350834727287292;neutral;0.6979698538780212;neutral;0.9997103810310364;negative;0.9150001406669617
2324;Dan menurut saya itu mahal.;fw;;;;;;;negative;0.99498450756073;positive;0.9917397499084473;neutral;0.9650735259056091;negative;0.9997982382774353
2325;Pilihan ini yang kita nikmati saat ini perlu disyukuri.;fw;;;;;;;positive;0.8771573901176453;negative;0.9909713268280029;positive;0.9996449947357178;neutral;0.9849550724029541
2326;Kalau ada penyakitnya, ya kita benahi penyakitnya gitu kan.;fw;;;;;;;neutral;0.7719417214393616;positive;0.9968677163124084;neutral;0.9998781681060791;neutral;0.5609773397445679
2327;Bukan langsung otomatis mengganti seluruh sistemnya.;fw;;;;;;;neutral;0.9757928252220154;neutral;0.633143961429596;neutral;0.999816358089447;neutral;0.9978713989257812
2328;Apa yang perlu dilakukan standar minimum sebagai orang yang hidup di iklim demokrasi,;fw;;;;;;;neutral;0.9865749478340149;neutral;0.9949368238449097;neutral;0.9998525381088257;neutral;0.9994382262229919
2329;di tengah demokrasi kita sepakat dulu deh.;fw;;;;;;;neutral;0.8003959059715271;neutral;0.9125456809997559;neutral;0.999875545501709;negative;0.9973093271255493
2330;Demokrasi kita sekarang menunjukkan, saya nggak mau mengatakan sakit, tapi;fw;;;;;;;negative;0.9551669955253601;positive;0.9964770674705505;negative;0.9623225331306458;negative;0.99945467710495
2331;Masih punya beberapa penyakit.;fw;;;;;;;negative;0.9311509728431702;neutral;0.9014140963554382;negative;0.9985454082489014;neutral;0.8769491314888
2332;Masih punya gejala penyakit.;fw;;;;;;;negative;0.8089455962181091;neutral;0.7975428104400635;neutral;0.9997956156730652;neutral;0.9881941080093384
2333;Yang jadinya kawan-kawan di luar sana UMKM ngerasa persaingan kadang-kadang nggak fair.;fw;;;;;;;negative;0.9931929707527161;positive;0.9285205006599426;negative;0.9977512955665588;negative;0.9993817806243896
2334;Yang bisa masuk ke sana harus punya kenalan dengan ini.;fw;;;;;;;neutral;0.994367778301239;neutral;0.9967039227485657;neutral;0.9998856782913208;neutral;0.9991549253463745
2335;Dery barusan misuh-misuh soal content creator gitu ya.;fw;;;;;;;negative;0.9663129448890686;neutral;0.6318183541297913;negative;0.9972566962242126;negative;0.9997856020927429
2336;Nah, what to do?;fw;;;;;;;neutral;0.8285192251205444;neutral;0.9301356673240662;neutral;0.9998717308044434;neutral;0.5986918807029724
2337;Tadi salah satunya Kang Epu udah bilang.;fw;;;;;;;neutral;0.9973118305206299;positive;0.8281093835830688;neutral;0.9998887777328491;neutral;0.9968538880348206
2338;Jangan diem, bersikap, bicara, teriakan.;fw;;;;;;;negative;0.9842647314071655;positive;0.9739392399787903;neutral;0.9998236298561096;negative;0.9980332255363464
2339;Apa lagi, Kang?;fw;;;;;;;negative;0.6900463104248047;positive;0.8759572505950928;neutral;0.999833345413208;negative;0.9993277788162231
2340;Kita harus mulai dari yang dasar nih, Rene.;fw;;;;;;;neutral;0.985633909702301;neutral;0.8359017372131348;neutral;0.999836802482605;negative;0.525786817073822
2341;Yang dasar itu adalah bagaimana kita menata pikiran kita,;fw;;;;;;;neutral;0.8143819570541382;neutral;0.4374989867210388;neutral;0.9998879432678223;positive;0.9760525226593018
2342;cara pandang kita tentang demokrasi, tentang politik.;fw;;;;;;;neutral;0.9847046136856079;neutral;0.9661700129508972;neutral;0.9998655319213867;positive;0.7207480669021606
2343;Banyak orang salah soal itu soalnya.;fw;;;;;;;negative;0.9928805828094482;positive;0.9052245020866394;negative;0.9998925924301147;negative;0.9998267292976379
2344;Sebab sebetulnya diumpamakan dalam hidup.;fw;;;;;;;neutral;0.8906470537185669;neutral;0.8236870765686035;neutral;0.9998723268508911;negative;0.9991158843040466
2345;Politik dan demokrasi di dalamnya itu seperti udara.;fw;;;;;;;neutral;0.8889343738555908;positive;0.9539259076118469;neutral;0.9997724890708923;neutral;0.874309241771698
2346;Kita boleh tidak suka karena kualitasnya buruk.;fw;;;;;;;negative;0.9976000189781189;positive;0.9876718521118164;neutral;0.9998477697372437;negative;0.9996253252029419
2347;Kita boleh mengecam setiap saat karena polusinya, dan seterusnya.;fw;;;;;;;negative;0.6338416934013367;positive;0.9780279397964478;neutral;0.999803364276886;negative;0.999567449092865
2348;Tetapi sekali kita berhenti menghirupnya, selesai juga hidup kita.;fw;;;;;;;negative;0.8806103467941284;positive;0.9806427359580994;neutral;0.9877490401268005;negative;0.9997425675392151
2349;Jadi tidak ada pilihan untuk hidup tanpa politik dan tanpa demokrasi, tidak ada pilihan.;fw;;;;;;;negative;0.8663142323493958;positive;0.9933815002441406;neutral;0.9996700286865234;negative;0.9996696710586548
2350;Jadi maksud Kang Epu,;fw;;;;;;;neutral;0.9903252124786377;negative;0.5511509776115417;neutral;0.9998660087585449;neutral;0.6096784472465515
2351;Ya kan udara kan memang kita harus udah nikmatin sehari-hari memang itu.;fw;;;;;;;negative;0.7006748914718628;negative;0.9954084753990173;neutral;0.9997604489326477;negative;0.9992111921310425
2352;Jadi politik itu tanpa disadari adalah udara.;fw;;;;;;;negative;0.7650381922721863;positive;0.9941468238830566;neutral;0.999612033367157;negative;0.9940142035484314
2353;Yang kita sadar atau tidak sadar, kita hidup di dalamnya.;fw;;;;;;;neutral;0.8905491828918457;positive;0.9946605563163757;neutral;0.9998513460159302;negative;0.8904633522033691
2354;Misalnya kita memilih calon Presiden A.;fw;;;;;;;neutral;0.995116114616394;neutral;0.9972151517868042;neutral;0.9998834133148193;neutral;0.9976407289505005
2355;Pemilihan Presiden sudah lewat.;fw;;;;;;;neutral;0.9965468049049377;neutral;0.9975919723510742;negative;0.9994423985481262;neutral;0.9994884729385376
2356;Lalu yang terpilih ternyata Presiden B.;fw;;;;;;;neutral;0.9898361563682556;neutral;0.9938190579414368;neutral;0.999873161315918;negative;0.590937077999115
2357;Presiden B menaikkan harga BBM.;fw;;;;;;;neutral;0.9955527186393738;neutral;0.8808521628379822;negative;0.8815941214561462;neutral;0.9985585808753967
2358;Datanglah kita ke pom bensin,;fw;;;;;;;neutral;0.9946426153182983;neutral;0.9814618229866028;neutral;0.9998775720596313;positive;0.7071840763092041
2359;terus kemudian sama orangnya kita bilang,;fw;;;;;;;neutral;0.9927287101745605;positive;0.9794254899024963;neutral;0.9998804330825806;negative;0.9997993111610413
2360;saya pakai harga yang lama ya?;fw;;;;;;;negative;0.989119291305542;positive;0.9754685163497925;neutral;0.9998639822006226;negative;0.9997569918632507
2361;Karena saya tidak memilih dia.;fw;;;;;;;neutral;0.7997135519981384;positive;0.9436690211296082;neutral;0.9998738765716553;negative;0.9997066855430603
2362;Tidak bisa dong.;fw;;;;;;;negative;0.9940034747123718;positive;0.9973324537277222;neutral;0.9997692704200745;negative;0.9997854828834534
2363;Karena aturannya sudah ditetapkan oleh perpres.;fw;;;;;;;neutral;0.9959914088249207;neutral;0.9974483251571655;neutral;0.9998846054077148;neutral;0.9781624674797058
2364;Jadi gini, dalam politik ketaatan kita itu tidak sukarela,;fw;;;;;;;negative;0.9612582921981812;positive;0.9972484707832336;negative;0.8802816867828369;negative;0.900649905204773
2365;tapi mandatori dipaksa.;fw;;;;;;;negative;0.9802975654602051;positive;0.996289849281311;negative;0.999862551689148;negative;0.9998515844345093
2366;Saya bisa tidak suka sama undang-undang yang sudah selesai dibuat dan disahkan,;fw;;;;;;;negative;0.9945734143257141;positive;0.9949358701705933;neutral;0.9992484450340271;negative;0.9998462200164795
2367;tapi saya tidak bisa tidak melaksanakan itu.;fw;;;;;;;negative;0.9692691564559937;positive;0.8795913457870483;neutral;0.643600583076477;negative;0.9997947812080383
2368;Iya karena memang sudah keputusan Presiden.;fw;;;;;;;neutral;0.9773176908493042;neutral;0.8511996269226074;neutral;0.9998875856399536;neutral;0.722370445728302
2369;Mengikat.;fw;;;;;;;neutral;0.5435009002685547;negative;0.8171114921569824;neutral;0.9998470544815063;positive;0.9997145533561707
2370;Penguasa.;fw;;;;;;;negative;0.9622979164123535;positive;0.4909798502922058;neutral;0.9998302459716797;positive;0.9529961943626404
2371;Itulah yang disebut sebagai udara itu, kita tidak bisa menghindar.;fw;;;;;;;positive;0.4588853120803833;positive;0.997397780418396;neutral;0.9995718598365784;positive;0.5623445510864258
2372;Pilpres.;fw;;;;;;;neutral;0.9204596281051636;neutral;0.9784664511680603;neutral;0.9998606443405151;neutral;0.9718486666679382
2373;Kan ada prosesnya, ada undang-undangnya tuh.;fw;;;;;;;neutral;0.9928756952285767;positive;0.7406406998634338;neutral;0.9998883008956909;negative;0.9997056126594543
2374;Terus akhirnya sampai ada disput di MK gitu ya,;fw;;;;;;;neutral;0.9960920214653015;neutral;0.9859107732772827;neutral;0.9997890591621399;negative;0.9963422417640686
2375;digugat ke MK,;fw;;;;;;;neutral;0.9838038086891174;neutral;0.9970671534538269;negative;0.9996594190597534;neutral;0.9993919134140015
2376;sampai kemudian keluarlah keputusannya Ninkrah.;fw;;;;;;;neutral;0.8932894468307495;neutral;0.6906316876411438;neutral;0.9998449087142944;neutral;0.6456232666969299
2377;Yang berketetapan hukum tetap.;fw;;;;;;;neutral;0.992408275604248;neutral;0.7304682731628418;neutral;0.9998676776885986;neutral;0.9993568062782288
2378;Jadilah seseorang Presiden.;fw;;;;;;;neutral;0.9486857056617737;negative;0.5376577377319336;neutral;0.9998167157173157;negative;0.9954864382743835
2379;Kita tidak bisa tidak terima.;fw;;;;;;;negative;0.973372757434845;positive;0.9975841045379639;negative;0.969346821308136;negative;0.9984838366508484
2380;Tapi ini berlaku sebaliknya loh.;fw;;;;;;;negative;0.9631177186965942;positive;0.9972649812698364;neutral;0.9998766183853149;negative;0.9996950626373291
2381;Berlaku sebaliknya.;fw;;;;;;;negative;0.9254773259162903;positive;0.7222931981086731;neutral;0.9998809099197388;positive;0.986034095287323
2382;Cara berpikir yang sama harus dimiliki oleh yang bersangkutan,;fw;;;;;;;neutral;0.9592288732528687;neutral;0.8698059916496277;neutral;0.9998761415481567;positive;0.7768356204032898
2383;yang terpilih jadi Presiden itu.;fw;;;;;;;neutral;0.9558092355728149;neutral;0.812480628490448;neutral;0.999893307685852;neutral;0.997901201248169
2384;Kalau dia dipilih oleh 57 persen pemilih,;fw;;;;;;;neutral;0.9963719844818115;neutral;0.9978043437004089;neutral;0.9998811483383179;neutral;0.9988232254981995
2385;bukan berarti dia harus melayani 57 persen loh.;fw;;;;;;;neutral;0.841335654258728;neutral;0.9796649217605591;neutral;0.9998723268508911;negative;0.9993185997009277
2386;Dia melayani 100 persen.;fw;;;;;;;positive;0.7382816672325134;neutral;0.9244921803474426;positive;0.9727899432182312;positive;0.9913939833641052
2387;100 persen plus-plus.;fw;;;;;;;positive;0.9756717085838318;negative;0.7914279699325562;neutral;0.998808741569519;positive;0.9864740371704102
2388;Di mana plus-plusnya?;fw;;;;;;;negative;0.8708425164222717;neutral;0.59310382604599;neutral;0.9998786449432373;negative;0.5715734958648682
2389;Plus-plusnya itu kalau misalnya Pilpres itu 80 persen partisipasinya,;fw;;;;;;;neutral;0.9300733804702759;negative;0.7025346755981445;neutral;0.999778687953949;neutral;0.9989469647407532
2390;yang 20 persen gak partisipasi harus dilayani.;fw;;;;;;;negative;0.9817399978637695;neutral;0.9854040741920471;neutral;0.9998433589935303;negative;0.9968467354774475
2391;Karena masih belum bisa milih.;fw;;;;;;;neutral;0.9571629762649536;neutral;0.9775140285491943;neutral;0.9998778104782104;negative;0.9988409876823425
2392;Bukan, dia tidak sah misalnya.;fw;;;;;;;negative;0.9755487442016602;positive;0.9745144844055176;neutral;0.9979720711708069;negative;0.9996191263198853
2393;Dia tidak datang ke TPS 20 persen katanya.;fw;;;;;;;neutral;0.8902169466018677;neutral;0.7378727197647095;neutral;0.9994106292724609;negative;0.9926602840423584
2394;Terus dilayani.;fw;;;;;;;positive;0.5514729022979736;negative;0.9959205389022827;neutral;0.999786913394928;positive;0.9992276430130005
2395;Plus anak kecil yang di bawah 17 tahun,;fw;;;;;;;neutral;0.7894587516784668;negative;0.8916581869125366;neutral;0.9878976941108704;neutral;0.9528217315673828
2396;orang gila,;fw;;;;;;;negative;0.9964660406112671;positive;0.998121440410614;negative;0.9996833801269531;negative;0.9998025298118591
2397;yang kehilangan hak politiknya,;fw;;;;;;;negative;0.9444481134414673;positive;0.8786556124687195;negative;0.9998619556427002;neutral;0.7277034521102905
2398;dan seterusnya itu semua harus dilayani.;fw;;;;;;;neutral;0.7100877165794373;neutral;0.8589540719985962;neutral;0.9998780488967896;negative;0.9992963075637817
2399;Jadi ketika kemudian, nah ini.;fw;;;;;;;neutral;0.968156099319458;positive;0.5892511606216431;neutral;0.9997914433479309;negative;0.9833848476409912
2400;Ketika kemudian ada partai tertentu yang mengatakan Presiden itu pekerja partai dia,;fw;;;;;;;neutral;0.9667022228240967;neutral;0.9488450288772583;neutral;0.9998612403869629;negative;0.9963881969451904
2401;itu boleh dikatakan oleh si partai itu.;fw;;;;;;;neutral;0.7984516620635986;positive;0.9468988180160522;neutral;0.999893307685852;negative;0.9993459582328796
2402;Boleh?;fw;;;;;;;neutral;0.9810115098953247;neutral;0.837645947933197;neutral;0.9998800754547119;positive;0.9915817379951477
2403;Oleh partai itu boleh.;fw;;;;;;;neutral;0.9720436930656433;neutral;0.9349537491798401;neutral;0.9998905658721924;negative;0.9861811995506287
2404;Oke.;fw;;;;;;;neutral;0.5768998265266418;negative;0.8375353217124939;neutral;0.9998231530189514;negative;0.9992974996566772
2405;Tapi kalau Presiden taat sepenuhnya pada prinsip itu,;fw;;;;;;;neutral;0.5222757458686829;positive;0.6830422282218933;neutral;0.9996463060379028;positive;0.9942843317985535
2406;gak boleh, bahaya.;fw;;;;;;;negative;0.9958345890045166;positive;0.9935575127601624;neutral;0.9998835325241089;negative;0.9997968077659607
2407;Ini 20 persen pemilik partai itu dong.;fw;;;;;;;negative;0.9748036861419678;positive;0.921642541885376;neutral;0.9998703002929688;negative;0.9997382760047913
2408;Tapi kan...;fw;;;;;;;negative;0.9749706983566284;positive;0.9976947903633118;neutral;0.9998509883880615;negative;0.9992456436157227
2409;Bukan, tapi kan yang namanya penguasa dia bebas ngapain aja dong?;fw;;;;;;;negative;0.9841331243515015;positive;0.995850682258606;neutral;0.9998138546943665;negative;0.9998111128807068
2410;Ya dia bebas ngapain aja.;fw;;;;;;;negative;0.9293604493141174;positive;0.9779117107391357;neutral;0.9998805522918701;negative;0.9995917677879333
2411;Kalau dalam totalitarianisme itu bebas ngapain.;fw;;;;;;;negative;0.9313993453979492;positive;0.9954686164855957;neutral;0.9998793601989746;negative;0.999677300453186
